S.No,Sector,Portal Name,Portal URL,Status
257,Art & Culture,National Culture Fund (NCF),https://ncf.nic.in/,Working
258,Art & Culture,(Error: Message: no such element: Unab),(Error),Extraction Error
259,Art & Culture,National Handicrafts and Handlooms Museum-Crafts Museum,https://nationalcraftsmuseum.nic.in/,Working
260,Art & Culture,National Library,https://nli.gov.in/,Connection Failed
261,Art & Culture,National Mission for Manuscripts,https://www.namami.gov.in/,Working
262,Art & Culture,National Monuments Authority (NMA),https://nma.gov.in/,Connection Failed
263,Art & Culture,"National Museum, New Delhi",https://nationalmuseumindia.gov.in/,Connection Failed
264,Art & Culture,National Museum Institute (NMI),https://nmi.gov.in/,Working
265,Art & Culture,(Error: Message: no such element: Unab),(Error),Extraction Error
266,Art & Culture,National School of Drama,https://nsd.gov.in/,Working
267,Art & Culture,"National Science Centre, Delhi",https://nscd.gov.in/,Working
268,Art & Culture,"Nava Nalanda Mahavihara, Nalanda",https://www.nnm.ac.in/,Working
269,Art & Culture,"Nehru Science Centre, Mumbai",https://nehrusciencecentre.in/,Working
270,Art & Culture,"North Eastern Handicrafts And Handlooms Development Corporation Ltd., (NEHHDC), Guwahati",https://nehhdc.com/,Working
271,Art & Culture,North Zone Cultural Center,https://www.culturenorthindia.com/,Working
272,Art & Culture,"Odia Virtual Academy (OVA), Bhubaneswar, Odisha",https://ova.gov.in/,Dead (404)
273,Art & Culture,"Office of Resident Commissioner, West Bengal",https://rcwb.in/,Working
274,Art & Culture,PM Mementos,https://pmmementos.gov.in/,Working
275,Art & Culture,Pradhan Mantri Sangrahalaya,https://www.pmsangrahalaya.gov.in/,Working
276,Art & Culture,"Punjabi Academy, Delhi",https://punjabiacademy.delhi.gov.in/,Working
277,Art & Culture,Raja Rammohun Roy Library Foundation (RRRLF),https://rrrlf.gov.in/,Connection Failed
278,Art & Culture,Rashtraparv,https://rashtraparv.mod.gov.in/,Error (403)
279,Art & Culture,"Regional Science Center, Bhopal",https://rscbhopal.gov.in/,Working
280,Art & Culture,"SABARIMAMA - Sree Dharma Sastha Temple, Kerala",https://www.sabarimala.kerala.gov.in/,Working
281,Art & Culture,Sahitya Akademi,https://www.sahitya-akademi.gov.in/,Connection Failed
282,Art & Culture,"Salar Jung Museum, Hyderabad",https://www.salarjungmuseum.in/,Working
283,Art & Culture,"Shree Jagannath Temple, Puri, Odisha",https://www.shreejagannatha.in/,Working
284,Art & Culture,"Sindhi Academy, Delhi",https://sindhiacademy.delhi.gov.in/,Working
285,Art & Culture,"South Central Zone Cultural Center, Nagpur",https://www.sczcc.gov.in/,Working
286,Art & Culture,"Sri Veera Venkata Satyanaryana Swamy Vari Devasthanam, Annavaram, Andhra Pradesh",https://annavaramdevasthanam.nic.in/,Working
287,Art & Culture,"State Central Library, Kerala",https://statelibrary.kerala.gov.in/,Working
288,Art & Culture,"Temple Survey Project, Archaeological Survey of India (ASI), Bhopal",https://tspasibhopal.nic.in/,Connection Failed
289,Art & Culture,UTSAV-India a Land of Festivals,https://utsav.gov.in/,Timeout
290,Art & Culture,"Victoria Memorial Hall, kolkata",https://www.victoriamemorial-cal.org/,Working
291,Art & Culture,"West Bengal Information &amp; Cultural Centre (WBICC), West Bengal",https://wbicc.in/,Working
292,Art & Culture,(Error: Message: no such element: Unab),(Error),Extraction Error
293,Art & Culture,(Error: Message: no such element: Unab),(Error),Extraction Error
294,Art & Culture,"e-Abhilekhagar (Uttar Pradesh State Archives), Uttar Pradesh",https://uparchives.up.nic.in/,Connection Failed
295,Art & Culture,"e-Granthalaya - A Digital Agenda for Library Automaion and Networking, Himachal Pradesh",https://himachalservices.nic.in/hplib,Working
296,Art & Culture,"eGov Applications, Archaeological Survey of India (ASI)",https://asiegov.gov.in/,Connection Failed
297,Chemicals & Fertilizers,Bengal Chemicals and Pharmaceuticals Limited (BCPL),https://bengalchemicals.co.in/,Working
298,Chemicals & Fertilizers,Biological Research Regulatory Approval Portal,https://biorrap.gov.in/,Working
299,Chemicals & Fertilizers,"Brahmaputra Cracker and Polymer Limited (BCPL), Guwahati",https://bcplonline.co.in/,Dead (404)
300,Chemicals & Fertilizers,Brahmaputra Valley Fertilizer Corporation Limited (BVFCL),https://bvfcl.com/,Working
301,Chemicals & Fertilizers,"CHEMEXCIL-Basic Chemicals, Cosmetics and Dyes Export Promotion Council",https://chemexcil.in/,Working
302,Chemicals & Fertilizers,Central Institute of Plastics Engineering and Technology (CIPET),https://www.cipet.gov.in/,Working
303,Chemicals & Fertilizers,(Error: Message: no such element: Unab),(Error),Extraction Error
304,Chemicals & Fertilizers,Fertilizers and Chemicals Travancore Limited (FACT),https://fact.co.in/,Working
305,Chemicals & Fertilizers,"Gujarat Narmada Valley Fertilizers &amp; Chemicals Limited, Gujarat",https://www.gnfc.in/,Connection Failed
306,Chemicals & Fertilizers,Hindustan Insecticides Limited (HIL),https://www.hil.gov.in/,Working
307,Chemicals & Fertilizers,Hindustan Organic Chemicals Limited (HOCL),https://www.hoclindia.com/,Working
308,Chemicals & Fertilizers,(Error: Message: no such element: Unab),(Error),Extraction Error
309,Chemicals & Fertilizers,Indian Medicines Pharmaceutical Corporation Limited (IMPCL),https://impclmohan.nic.in/,Connection Failed
310,Chemicals & Fertilizers,Integrated Pharmaceutical Database Management System 2.0 (IPDMS),https://nppaipdms.gov.in/,Error (403)
311,Chemicals & Fertilizers,Krishak Bharati Cooperative Limited (KRIBHCO),https://www.kribhco.net/,Working
312,Chemicals & Fertilizers,"Laboratory for Advanced Research in Polymeric Materials (LARPM), CIPET",https://www.larpm.gov.in/,Connection Failed
313,Chemicals & Fertilizers,Madras Fertilizers Limited (MFL),https://madrasfert.co.in/,Working
314,Chemicals & Fertilizers,Ministry of Chemicals and Fertilizers (MoCF),https://mocf.gov.in/,Connection Failed
315,Chemicals & Fertilizers,National Chemical Laboratory (NCL),https://www.ncl.res.in/,Dead (404)
316,Chemicals & Fertilizers,National Fertilizers Limited (NFL),https://www.nationalfertilizers.com/,Connection Failed
317,Chemicals & Fertilizers,National Pharmaceutical Pricing Authority (NPPA),https://nppa.gov.in/,Connection Failed
318,Chemicals & Fertilizers,Orissa Drugs and Chemicals Limited,https://odcl.nic.in/,Server Error
319,Chemicals & Fertilizers,Pharmaceuticals Export Promotion Council of India (PHARMEXCIL),https://pharmexcil.com/,Working
320,Chemicals & Fertilizers,Projects and Development India Limited (PDIL),https://www.pdilin.com/,Working
321,Chemicals & Fertilizers,Ramagundam Fertilizers and Chemicals Limited (RFCL),https://www.rfcl.co.in/,Working
322,Chemicals & Fertilizers,Rashtriya Chemicals and Fertilizers Limited (RCF),https://www.rcfltd.com/,Working
323,Chemicals & Fertilizers,Talcher Fertilizer LTD. (TFL),https://tflonline.co.in/,Working
324,Chemicals & Fertilizers,"Urban Sector, Rajasthan",https://urban.rajasthan.gov.in/,Working
325,Chemicals & Fertilizers,"e-Licensing system, Odisha",https://odishaagrilicense.nic.in/,Working
326,Chemicals & Fertilizers,e-Urvarak,https://urvarak.nic.in/,Working
327,Coal & Mine,Bharat Coking Coal Limited (BCCL),https://www.bcclweb.in/,Connection Failed
328,Coal & Mine,Central Coalfields Limited (CCL),https://www.centralcoalfields.in/ind/index_h.php,Working
329,Coal & Mine,"Central Institute of Mining and Fuel Research (CIMFR), Jharkhand",https://www.cimfr.nic.in/,Timeout
330,Coal & Mine,"Central Mine Planning and Design Institute Limited, Ranchi",https://www.cmpdi.co.in/index.php?lang=Eng,Error (403)
331,Coal & Mine,(Error: Message: no such element: Unab),(Error),Extraction Error
332,Coal & Mine,Coal India Limited (CIL),https://www.coalindia.in/,Working
333,Coal & Mine,Coal Mines Provident Fund Organisation (CMPFO),https://cmpfo.gov.in/,Working
334,Coal & Mine,Directorate General of Mines Safety (DGMS),https://www.dgms.gov.in/,Dead (404)
335,Coal & Mine,"Directorate of Geology &amp; Mining, Uttar Pradesh",https://dgmup.gov.in/,Working
336,Coal & Mine,"Directorate of Mines and Geology, Goa",https://dmg.goa.gov.in/,Working
337,Coal & Mine,Eastern Coal Fields Limited,https://www.easterncoal.nic.in/,Working
338,Coal & Mine,FCI Aravali Gypsum and Minerals India Limited (FAGMIL),https://fagmil.nic.in/,Working
339,Coal & Mine,(Error: Message: no such element: Unab),(Error),Extraction Error
340,Coal & Mine,Hindustan Copper Limited (HCL),https://www.hindustancopper.com/,Working
341,Coal & Mine,Indian Bureau of Mines,https://ibm.gov.in/,Working
342,Coal & Mine,"J&amp;K Minerals Limited, Jammu and Kashmir",https://www.jandkminerals.in/,Working
343,Coal & Mine,Jawaharlal Nehru Aluminium Research Development and Design Centre (JNARDDC),https://jnarddc.gov.in/,Working
344,Coal & Mine,Madhya Pradesh State Mining Corporation Limited,https://www.mining.mp.gov.in/,Connection Failed
345,Coal & Mine,Mahanadi Coalfields Limited,https://www.mahanadicoal.in/,Working
346,Coal & Mine,"Mineral Concessionaires Registration System, Indian Bureau of Mines",https://ibmreg.nic.in/,Working
347,Coal & Mine,Mineral Exploration Corporation Limited (MECL),https://mecl.co.in/,Connection Failed
348,Coal & Mine,Minerals and Metals Trading Corporation Limited (MMTC),https://mmtclimited.gov.in/,Working
349,Coal & Mine,"Mining and Geology Department, Kerala",https://dmg.kerala.gov.in/,Working
350,Coal & Mine,NLC India Limited (NLCIL),https://www.nlcindia.in/,Connection Failed
351,Coal & Mine,National Aluminium Company Limited (NALCO),https://nalcoindia.com/,Working
352,Coal & Mine,National Geoscience Data Repository,https://geodataindia.gov.in/,Error (403)
353,Coal & Mine,Northern Coalfields Limited,https://www.nclcil.in/,Working
354,Coal & Mine,Science and Technology Research in Coal and Lignite Sector,https://scienceandtech.cmpdi.co.in/,Working
355,Coal & Mine,Single Window Clearance System gateway for Operationalization of Coal Mines,https://swcs.coal.gov.in/admin,Error (403)
356,Coal & Mine,South Eastern Coalfields Limited (SECL),https://secl-cil.in/,Working
357,Coal & Mine,TAMRA Web Portal,https://tamra.gov.in/,Timeout
358,Coal & Mine,"Tamilnadu Magnesite Limited (TANMAG), Tamil Nadu",https://tanmag.org/,Working
359,Coal & Mine,"The Kerala Minerals and Metals Limited, Kerala",https://www.kmml.com/,Working
360,Coal & Mine,(Error: Message: no such element: Unab),(Error),Extraction Error
361,Commerce & Industry,Agricultural and Processed Food Products Export Development Authority,https://apeda.gov.in/,Working
362,Commerce & Industry,(Error: Message: no such element: Unab),(Error),Extraction Error
363,Commerce & Industry,Apparel Export Promotion Council,https://www.aepcindia.com/node,Working
364,Commerce & Industry,Assam Apex Weavers and Artisans Cooperative Federation Ltd. (ARTFED),https://artfed.assam.gov.in/,Working
365,Commerce & Industry,Assam Urban Infrastructure Development and Finance Corporation,https://auidfcl.assam.gov.in/,Connection Failed
366,Commerce & Industry,Automotive Research Association of India (ARAI),https://www.araiindia.com/,Working
367,Commerce & Industry,Automotive Skills Development Council (ASDC),https://www.asdc.org.in/,Working
368,Commerce & Industry,"Basic Tasar Silkworm Seed Organisation (BTSSO), Bilaspur",https://www.btsso.org/,Working
369,Commerce & Industry,Bharat Heavy Electricals Limited (BHEL),https://trichy.bhel.com/,Connection Failed
370,Commerce & Industry,Bharat Heavy Electricals Limited (BHEL) - Power Sector Eastern Region (PSER),https://pser.bhel.com/,Connection Failed
371,Commerce & Industry,"Bharat Heavy Electricals Limited (BHEL), Electronics Division, Bangalore",https://edn.bhel.com/,Connection Failed
372,Commerce & Industry,"Bharat Heavy Electricals Limited (BHEL), Haridwar",https://hwr.bhel.com/,Connection Failed
373,Commerce & Industry,(Error: Message: no such element: Unab),(Error),Extraction Error
374,Commerce & Industry,"Bharat Heavy Electricals Limited(BHEL), Bhopal",https://bpl.bhel.com/,Dead (404)
375,Commerce & Industry,"Bharat Heavy Electricals Limited, Jhansi",https://jhs.bhel.com/,Connection Failed
376,Commerce & Industry,"Bharat Pumps and Compressors Limited, Allahabad",https://www.bpcnaini.co.in/,Working
377,Commerce & Industry,Bharat Steel,https://bharat.steel.gov.in/,Working
378,Commerce & Industry,Bhartiya Vastra evam Shilpa Kosh,https://www.vastrashilpakosh.in/,Connection Failed
379,Commerce & Industry,"Bicholim Government Industrial Training Institute, Goa",https://itibicholim.goa.gov.in/,Timeout
380,Commerce & Industry,Biju Patnaik National Steel Institute,https://www.bpnsi.org/,Working
381,Commerce & Industry,"Bima Bharosa, Grievance Redressal Portal",https://bimabharosa.irdai.gov.in/,Server Error
382,Commerce & Industry,Birds Jute and Exports Limited,https://birdsjute.in/,Working
383,Commerce & Industry,Braithwaite Burn and Jessop Construction Company Limited,https://www.bbjconst.com/,Working
384,Commerce & Industry,Braithwaite and Co Limited,https://www.braithwaiteindia.com/,Working
385,Commerce & Industry,Bridge and Roof Company (India) Limited,https://www.bridgeroof.co.in/,Working
386,Commerce & Industry,Capital Goods Skill Council (CGSC),https://www.cgsc.in/,Working
387,Commerce & Industry,(Error: Message: no such element: Unab),(Error),Extraction Error
388,Commerce & Industry,Cement Corporation of India Limited (CCI),https://www.cciltd.in/,Error (403)
389,Commerce & Industry,Central Cottage Industries Corporation of India Limited,https://www.cottageemporium.in/,Working
390,Commerce & Industry,Central Depository Services Limited (India),https://www.cdslindia.com/,Dead (404)
391,Commerce & Industry,"Central Electrical Testing Laboratory (CETL), Kakkalur, Tamil Nadu",https://cetl.tn.gov.in/,Working
392,Commerce & Industry,"Central Footwear Training Institute, Chennai",https://www.cftichennai.in/,Working
393,Commerce & Industry,(Error: Message: no such element: Unab),(Error),Extraction Error
394,Commerce & Industry,"Central Institute of Hand Tools, Jalandhar",https://ciht.in/,Working
395,Commerce & Industry,"Central Institute of Tool Design (CITD), Hyderabad",https://www.citdindia.org/,Working
396,Commerce & Industry,Central Manufacturing Technology Institute (CMTI),https://cmti.res.in/,Working
397,Commerce & Industry,"Central Pulp and Paper Research Institute (CPPRI), Saharanpur",https://cppri.res.in/,Working
398,Commerce & Industry,"Central Registrar of Cooperative Societies, Re-submission Portal (CRCS)",https://mocresubmit.crcs.gov.in/,Working
399,Commerce & Industry,Central Research Institute for Jute and Allied Fibres (CRIJAF),https://crijaf.icar.gov.in/,Connection Failed
400,Commerce & Industry,Central Silk Board,https://csb.gov.in/,Connection Failed
401,Commerce & Industry,"Central Tool Room and Training Center, Kolkata",https://www.msmetoolroomkolkata.com/,Connection Failed
402,Commerce & Industry,"Central Tool Room and Training Centre (MSME Tool Room), Bhubaneswar",https://www.cttc.gov.in/,Working
403,Commerce & Industry,Central Wool Development Board,https://woolboard.nic.in/,Timeout
404,Commerce & Industry,Chief Commissioner CGST and CE Ranchi Zone Patna,https://cgstranchizone.bih.nic.in/,Timeout
405,Commerce & Industry,"Chief Minister Employment Generation Programme, Maharashtra",https://maha-cmegp.gov.in/,Connection Failed
406,Commerce & Industry,Cluster Development Programme,https://cluster.dcmsme.gov.in/,Dead (404)
407,Commerce & Industry,Coal Controller Organization,https://coalcontroller.gov.in/,Working
408,Commerce & Industry,Cochin Special Economic Zone (CSEZ),https://csez.com/,Connection Failed
409,Commerce & Industry,(Error: Message: no such element: Unab),(Error),Extraction Error
